id,title,time,content,url
165,"Binance Loans Adds BCH, LTC and XRP as Collateral Options",2020-04-14 11:03:08+00,"Fellow Binancians,
Binance has added BCH, LTC and XRP as options to use as collateral to borrow on the Binance Loans platform.
Note: 

Binance Loans will continue to be flexible and actively provide a varying range of options for supported crypto assets, interest rates, collateral assets, and maximum loanable limits based on market conditions and our internal risk management.
Visit the ""Loan Data"" page for further details. 

Thanks for your support!
Binance Team
2020/04/14
 
Trade on the go with Binance’s mobile crypto trading app:
Download for Android
Download for iOS
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360041846392-Binance-Loans-Adds-BCH-LTC-and-XRP-as-Collateral-Options
124,Binance Futures Will Launch XTZ/USDT Perpetual Contract With Up to 50x Leverage,2020-02-05 10:14:29+00,"Fellow Binancians,
Binance Futures will launch XTZ/USDT perpetual contract and trading opens on 2020/02/06 08:00 AM (UTC). Users will be able to select between 1-50x leverage.
Further information:

Contract Specifications
Leverage and Margin
Binance Futures Fee Schedule
How to Switch Contracts 

Note:
To prevent market manipulation, Binance will implement a pricing limit of ±1% on the mark price within the first 15 minutes after trading starts.
Risk warning: Futures trading is a highly risky endeavor, with the potential for both great profits and significant losses. Please be aware that in the event of extreme price movement, there is a chance that all margin balance in your futures wallet may be liquidated.
Thanks for your support!
Binance Team
2020/02/05
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039529911-Binance-Futures-Will-Launch-XTZ-USDT-Perpetual-Contract-With-Up-to-50x-Leverage
125,Binance Futures Will Launch DASH/USDT Perpetual Contract With Up to 50x Leverage,2020-02-03 09:28:09+00,"Fellow Binancians,
Binance Futures will launch DASH/USDT perpetual contract and trading opens on 2020/02/04 08:00 AM (UTC). Users will be able to select between 1-50x leverage.
Further information:

Contract Specifications
Leverage and Margin
Binance Futures Fee Schedule
How to Switch Contracts 

Note:
To prevent market manipulation, Binance will implement a pricing limit of ±1% on the mark price within the first 15 minutes after trading starts.
Risk warning: Futures trading is a highly risky endeavor, with the potential for both great profits and significant losses. Please be aware that in the event of extreme price movement, there is a chance that all margin balance in your futures wallet may be liquidated.
Thanks for your support!
Binance Team
2020/02/03
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039045092-Binance-Futures-Will-Launch-DASH-USDT-Perpetual-Contract-With-Up-to-50x-Leverage
126,Binance Futures Will Launch ADA/USDT Perpetual Contract With Up to 75x Leverage,2020-01-30 09:38:14+00,"Fellow Binancians,
Binance Futures will launch ADA/USDT perpetual contract and trading opens on 2020/01/31 08:00 AM (UTC). Users will be able to select between 1-75x leverage.
Further information:

Contract Specifications
Leverage and Margin
Binance Futures Fee Schedule
How to Switch Contracts 

Note:
To prevent market manipulation, Binance will implement a pricing limit of ±1% on the mark price within the first 15 minutes after trading starts.
Risk warning: Futures trading is a highly risky endeavor, with the potential for both great profits and significant losses. Please be aware that in the event of extreme price movement, there is a chance that all margin balance in your futures wallet may be liquidated.
Thanks for your support!
Binance Team
2020/01/30
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039355391-Binance-Futures-Will-Launch-ADA-USDT-Perpetual-Contract-With-Up-to-75x-Leverage
153,Binance Will Add Additional Trading Pairs for LTC and TRX,2019-01-23 07:20:02+00,"Fellow Binancians,
Binance will open trading for LTC/TUSD, LTC/PAX, LTC/USDC, TRX/PAX and TRX/USDC trading pairs at 2019/01/24 10:00 AM (UTC).
Risk warning: cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Thanks for your support!
Binance Team
2019/01/23
 
Find us on 
Telegram: https://t.me/binanceexchangeTwitter: https://twitter.com/binance",https://binance.zendesk.com/hc/en-us/articles/360022304431-Binance-Will-Add-Additional-Trading-Pairs-for-LTC-and-TRX
171,Binance Adds ENJ/USDT Trading Pair,2019-04-17 10:27:27+00,"Fellow Binancians,
Binance will open trading for a ENJ/USDT trading pair at 2019/04/18 4:00 AM (UTC).
Risk warning: cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Thanks for your support!
Binance Team
2019/04/17
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance",https://binance.zendesk.com/hc/en-us/articles/360027050131-Binance-Adds-ENJ-USDT-Trading-Pair
127,Binance Futures Will Launch XLM/USDT Perpetual Contract With Up to 75x Leverage,2020-01-19 09:04:31+00,"Fellow Binancians,
Binance Futures will launch XLM/USDT perpetual contract and open trading at 2020/01/20 08:00 AM (UTC). Users will be able to select between 1-75x leverage.
Further information:

Contract Specifications
Leverage and Margin
Binance Futures Fee Schedule
How to Switch Contracts 

Note:
To prevent market manipulation, Binance will implement a pricing limit of ±1% on the mark price within the first 15 minutes after trading starts.
Risk warning: Futures trading is a highly risky endeavor, with the potential for both great profits and significant losses. Please be aware that in the event of extreme price movement, there is a chance that all margin balance in your futures wallet may be liquidated.
Thanks for your support!
Binance Team
2020/01/19
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360038969011-Binance-Futures-Will-Launch-XLM-USDT-Perpetual-Contract-With-Up-to-75x-Leverage
154,Binance Will Add USDC Quote Pairs into the USDⓈ Trading Market/Tab,2018-12-14 03:00:39+00,"Fellow Binancians,
Binance will add the following trading pairs with USDC as a quote asset into the USDⓈ Trading Market/Tab at 2018/12/15 03:00 AM (UTC):
BNB/USDC, BTC/USDC, ETH/USDC, XRP/USDC, EOS/USDC and XLM/USDC.
At the same time, we will also add a USDC/USDT trading pair into the USDⓈ Trading Market/Tab. 
Please note: The existing USDC/BNB and USDC/BTC trading pairs will be removed and delisted at 2018/12/16 03:00 AM (UTC). All existing orders in each order book will also be canceled at this time.
Details:

About USD Coin (USDC)
Fees
Rules

Risk warning: Cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Learn more about USD Coin (USDC)!
Thanks for your support!
Binance Team
2018/12/14
 
Find us on 
Telegram: https://t.me/binanceexchangeTwitter: https://twitter.com/binance",https://binance.zendesk.com/hc/en-us/articles/360020702932-Binance-Will-Add-USDC-Quote-Pairs-into-the-USD%E2%93%88-Trading-Market-Tab
155,Binance Will List USD Coin (USDC) on 2018/11/17,2018-11-15 02:55:22+00,"Fellow Binancians,
Binance will open trading for USDC/BNB and USDC/BTC trading pairs at 2018/11/17 03:00 AM (UTC). Users can now start depositing USDC in preparation for trading.
Note: USDC is a stablecoin designed to be pegged one-to-one with USD (1 USDC = $1 USD). Please be cautious if/when the price deviates from this ratio.
Additionally, for increased transparency, USDC has engaged a top-ranking auditing firm to release monthly balance attestations of the corresponding USDC and USD balances held/issued. 
Details:

About USD Coin (USDC)
Fees
Rules

Risk warning: Cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Learn more about USD Coin (USDC)!
Thanks for your support!
Binance Team
2018/11/15
 
Find us on 
Telegram: https://t.me/binanceexchangeTwitter: https://twitter.com/binance",https://binance.zendesk.com/hc/en-us/articles/360019828831-Binance-Will-List-USD-Coin-USDC-on-2018-11-17
156,Binance Will List PAX/USDT Trading Pair,2018-10-04 07:11:23+00,"Fellow Binancians,
Binance will open trading for the PAX/USDT trading pair at 2018/10/04 10:00 AM (UTC).
Details:

About Paxos Standard Token (PAX)
Fees
Rules

Risk warning: cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Learn more about Paxos Standard Token (PAX)!
Thanks for your support!
Binance Team
2018/10/04
 
Find us on 
Telegram: https://t.me/binanceexchangeTwitter: https://twitter.com/binance",https://binance.zendesk.com/hc/en-us/articles/360016713791-Binance-Will-List-PAX-USDT-Trading-Pair
157,Binance Lists Dock (DOCK),2018-07-30 03:07:45+00,"Fellow Binancians,
Binance will open trading for DOCK/BTC and DOCK/ETH trading pairs at 2018/07/30 10:00 AM (UTC). Users can now start depositing DOCK in preparation for trading.
Details:

About Dock (DOCK)
Fees
Rules

Risk warning: Cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Learn more about Dock (DOCK)!
Thanks for your support!
Binance Team
2018/07/30
 
Find us on 
Telegram: https://t.me/binanceexchangeTwitter: https://twitter.com/binance",https://binance.zendesk.com/hc/en-us/articles/360010436071-Binance-Lists-Dock-DOCK-
158,Binance Will List Holo (HOT) on 2018/07/24,2018-07-23 07:54:48+00,"Fellow Binancians,
Binance will open trading for HOT/BTC and HOT/ETH trading pairs at 2018/07/24 04:00 AM (UTC). Users can now start depositing HOT in preparation for trading.
Details:

About Holo (HOT)
Fees
Rules

Risk warning: Cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Learn more about Holo (HOT)!
Thanks for your support!
Binance Team
2018/07/23
 
Find us on 
Telegram: https://t.me/binanceexchangeTwitter: https://twitter.com/binance",https://binance.zendesk.com/hc/en-us/articles/360007931511-Binance-Will-List-Holo-HOT-on-2018-07-24
161,"Binance Adds ENJ/BNB Trading Pair, 1,000,000 ENJ to Give Away in a Lucky Draw!",2018-06-07 07:51:38+00,"Fellow Binancians,
Binance will open trading for the ENJ/BNB trading pair at 2018/06/07 08:30 AM (UTC). 
To celebrate the ENJ/BNB trading pair being added to Binance, we have committed a total of 1,000,000 ENJ to give away to our fans worldwide.
Activity period: 2018/06/08 0:00 AM — 2018/06/13 0:00 AM (UTC)
All Binancians with net deposits (deposits minus withdrawals) of over 10,000 ENJ during the activity period will be entered into a lucky draw. 100 lucky winners will be randomly drawn one-by-one to share a pool of 1,000,000 ENJ, each winning 10,000 ENJ.
The lucky draw will, as always, be live streamed online. We will announce the URL (and broadcast date) for the live stream at a later date.
Note:

Binance reserves the right to cancel or amend the Activity or Activity Rules at our sole discretion.
Participants will not be able to win the lucky draw more than once.
Rewards will be issued within 2 weeks after the activity. You can log in and check your prize via the “Distribution History” section in your Account Center.

Risk warning: cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Thanks for your support!
Binance Team
2018/06/07
 
Find us on 
Telegram: https://t.me/binanceexchangeTwitter: https://twitter.com/binance",https://binance.zendesk.com/hc/en-us/articles/360004647691-Binance-Adds-ENJ-BNB-Trading-Pair-1-000-000-ENJ-to-Give-Away-in-a-Lucky-Draw-
128,Binance Futures Will Launch LINK/USDT Perpetual Contract With Up to 75x Leverage,2020-01-16 10:05:13+00,"Fellow Binancians,
Binance Futures will launch LINK/USDT perpetual contract and open trading at 2020/01/17 08:00 AM (UTC). Users will be able to select between 1-75x leverage.
Further information:

Contract Specifications
Leverage and Margin
Binance Futures Fee Schedule
How to Switch Contracts 

Note:
To prevent market manipulation, Binance will implement a pricing limit of ±1% on the mark price within the first 15 minutes after trading starts.
Risk warning: Futures trading is a highly risky endeavor, with the potential for both great profits and significant losses. Please be aware that in the event of extreme price movement, there is a chance that all margin balance in your futures wallet may be liquidated.
Thanks for your support!
Binance Team
2020/01/16
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360038885371-Binance-Futures-Will-Launch-LINK-USDT-Perpetual-Contract-With-Up-to-75x-Leverage
129,Binance Lists Origin Protocol (OGN),2020-01-07 03:20:33+00,"Fellow Binancians,
Binance will list Origin Protocol (OGN) and open trading for OGN/BNB, OGN/BTC and OGN/USDT trading pairs at 2020/01/09 03:00 AM (UTC). Users can now start depositing OGN in preparation for trading.
OGN Listing Fee: 0 BNB. 
Learn about Origin Protocol in our in-depth research report here. 
Details:

About Origin Protocol (OGN)
Fees
Rules

Risk warning: Cryptocurrency trading is subject to high market risk. Please make your trades cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your trading losses.
Thanks for your support!
Binance Team
2020/01/07
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360038151092-Binance-Lists-Origin-Protocol-OGN-
130,Notice of Removal of USDC Trading Pairs on 2020/01/07,2020-01-06 09:32:54+00,"Fellow Binancians,
Due to low trading volume, Binance will remove and cease trading on the following USDC trading pairs at 2020/01/07 8:00 AM (UTC): 
ALGO/USDC, FTM/USDC, ONT/USDC, XLM/USDC, USDS/USDC
Please note that users can still trade the above assets in other trading pairs that are available on Binance.
Risk warning: Cryptocurrency trading is subject to high market risk. Please make your trades cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your trading losses.
Thanks for your support!
Binance Team
2020/01/06
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360038120032-Notice-of-Removal-of-USDC-Trading-Pairs-on-2020-01-07
131,Binance Will List Community Coin Vote Round 4 Winner VITE and Has Distributed Rewards,2019-12-13 10:23:45+00,"Fellow Binancians,
The fourth round of the new Community Coin Vote is now complete. Congratulations to the winner, VITE on having the most votes. We would also like to thank COTI for their participation.
All users that voted for VITE will receive an airdrop of 235.8887952 VITE to their Binance accounts for each vote they cast. For example, if you had cast 10 votes for VITE, you will receive 2,358.887952 VITE in rewards. 
All users that voted for COTI will receive an airdrop of 0.23497818 BNB to their Binance accounts for each vote they cast. For example, if you had cast 10 votes for COTI, you will receive 2.3497818 BNB in rewards.
Distribution of the above airdrop rewards is now complete.
Binance will list VITE (VITE) and open trading for VITE/BNB, VITE/BTC and VITE/USDT trading pairs at 2019/12/13 2:00 PM (UTC). Users can now start depositing VITE in preparation for trading.
Please note that we will only support deposits and withdrawals of the VITE mainnet token.
Details:

About VITE (VITE)
VITE Project Research Report
Fees
Rules

For projects that are interested in participating in future Binance community coin votes, please apply here.
Risk warning: Cryptocurrency trading is subject to high market risk. Please make your trades cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your trading losses.
Thanks for your support!
Binance Team
2019/12/13
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360037890251-Binance-Will-List-Community-Coin-Vote-Round-4-Winner-VITE-and-Has-Distributed-Rewards
132,Binance Completes Troy Lottery Draw and Will Open Trading For TROY,2019-12-04 08:29:07+00,"Fellow Binancians,
Binance has completed the Troy lottery draw, with the results summarized below:

15,605 total participants claimed a total of 88,632 tickets during the ticket claim period.
11,949 participants had at least one winning ticket (76.57% user win rate).
20,000 tickets won out of the 88,632 tickets claimed (22.57% ticket win rate).

Detailed Lottery Draw Results




No. of Digits


Tail Digits Drawn in the Lottery


No. of Winning Tickets




1 Tail Digit


2, 7


17,727




2 Tail Digits


08, 83


1,773




3 Tail Digits


324, 435, 474, 711, 976


443




4 Tail Digits


0546, 3649, 4145, 5496, 8021, 9044


53




5 Tail Digits


17390, 59413, 75210, 86281


4



 

Total 


20,000




 
Binance will also open trading for TROY/BNB, TROY/BTC and TROY/USDT trading pairs at 2019/12/05 2:00 AM (UTC).
TROY Listing Fee: 0 BNB.
Note:

Please ensure that you have sufficient BNB in your account based on the number of your winning tickets. Users will have 24 hours until 2019/12/05 8:00 AM (UTC) to credit their exchange accounts with BNB, at which point the distribution of TROY will be complete. Please note that BNB in open orders, margin accounts or lending products will not be able to be deducted.
The token purchase price was set at 1 TROY = 0.00032875 BNB/ 0.005 USD (using a BNB price of 15.2090 USD), as per the previous announcement here.
The Troy (TROY) BEP2 asset page is available here: https://explorer.binance.org/asset/TROY-9B8.

Results for 30,000,000 TROY Airdrop!
A pool of 30,000,000 TROY tokens (approx 150,000 USD) will be split and airdropped to all launchpad participants that do not have a winning ticket. 
The amount airdropped to each participant that does not have a winning ticket will be calculated as = (Number of non-winning tickets held by each non-winning participant / Total number of non-winning tickets across all non-winning participants) x Total Airdrop Pool. Please note that if you do have a winning ticket, you will not be eligible for the airdrop.
Based on the Troy Launchpad lottery results, the total number of tickets claimed by the 3,656 non-winning participants was 5,464. As such, the number of TROY airdropped for each ticket claimed by a non-winning participant will be 5,490.48316 TROY. 
As promised, Binance will also airdrop a pool of 10,000,000 TROY tokens (approx 50,000 USD) to users with account verification from an eligible country or region who did not claim tickets, but held at least 50 BNB at 2019/12/03 00:00 AM (UTC). Users can confirm receipt of this airdrop via the “Distribution History” page in the User Center. 
Details:

About Troy (TROY)
Fees
Rules

Further Information:

Troy (TROY) Project Research Report
Introducing the Troy (TROY) Token Sale on Binance Launchpad
The Troy (TROY) Token Sale & Ticket Claim Will Begin Shortly

Risk warning: Cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Thanks for your support!
Binance Team
2019/12/04
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360037145312-Binance-Completes-Troy-Lottery-Draw-and-Will-Open-Trading-For-TROY
133,Binance Adds Margin Trading for XTZ,2019-11-26 07:32:25+00,"Fellow Binancians,
Binance’s Margin Trading platform has added the following asset and trading pairs:
New Margin Assets: XTZ
New Borrowable Assets: XTZ
New Margin Pairs: XTZ/BTC, XTZ/USDT
For a list of all supported assets and trading pairs for margin trading, please refer to: Margin Data.
Thanks for your support!
Binance Team
2019/11/26
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360036908951-Binance-Adds-Margin-Trading-for-XTZ
159,Binance Lists Community Coin Round 7 Winner - Pundi X (NPXS),2018-06-20 03:41:42+00,"Fellow Binancians,
The seventh session of our “Community Coin of the Month” has now concluded. We would like to congratulate the winner - Pundi X (NPXS)!
As promised, NPXS has been awarded a free listing placement on Binance. 
Binance will open trading for NPXS/BTC and NPXS/ETH trading pairs at 2018/06/21 2:00 AM (UTC). You can start depositing NPXS now.
Details:

About Pundi X (NPXS)
Fees
Rules

Risk warning: cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Learn more about Pundi X (NPXS)!
Thanks for your support!
Binance Team
2018/06/20
 
Find us on 
Telegram: https://t.me/binanceexchangeTwitter: https://twitter.com/binance",https://binance.zendesk.com/hc/en-us/articles/360004930532-Binance-Lists-Community-Coin-Round-7-Winner-Pundi-X-NPXS-
134,Binance Will List Community Coin Vote Round 3 Winner CTXC and Has Distributed Rewards,2019-11-22 10:00:13+00,"Fellow Binancians,
The third round of the new Community Coin Vote is now complete. Congratulations to the winner, CTXC on having the most votes. We would also like to thank AERGO for their participation.
All users that voted for CTXC will receive an airdrop of 35.32093889 CTXC to their Binance accounts for each vote they cast. For example, if you had cast 10 votes for CTXC, you will receive 353.2093889 CTXC in rewards. 
All users that voted for AERGO will receive an airdrop of 0.20161290 BNB to their Binance accounts for each vote they cast. For example, if you had cast 10 votes for AERGO, you will receive 2.0161290 BNB in rewards.
Distribution of the above airdrop rewards is now complete.
Binance will list Cortex (CTXC) and open trading for CTXC/BNB, CTXC/BTC and CTXC/USDT trading pairs at 2019/11/22 2:00 PM (UTC). Users can now start depositing CTXC in preparation for trading.
Details:

About CTXC (CTXC)
CTXC Project Research Report
Fees
Rules

For projects that are interested in participating in future Binance community coin votes, please apply here.
Risk warning: Cryptocurrency trading is subject to high market risk. Please make your trades cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your trading losses.
Thanks for your support!
Binance Team
2019/11/22
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360036188232-Binance-Will-List-Community-Coin-Vote-Round-3-Winner-CTXC-and-Has-Distributed-Rewards
135,Binance Margin Trading Adds BNB/ETH to Available Trading Pairs,2019-11-07 07:36:30+00,"Fellow Binancians,
Binance’s Margin Trading platform has added BNB/ETH to its list of available trading pairs.
For a list of all supported assets and trading pairs for margin trading, please refer to: Margin Data.
Thanks for your support!
Binance Team
2019/11/07
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360035977211-Binance-Margin-Trading-Adds-BNB-ETH-to-Available-Trading-Pairs
136,Binance Completes Kava Lottery Draw and Will Open Trading For KAVA,2019-10-24 08:16:38+00,"Fellow Binancians,
Binance has completed the Kava lottery draw, with a 9.01% ratio of winning tickets. The results of the lottery draw and airdrop are summarized below.




No. of Digits


Tail Digits Drawn in the Lottery


No. of Winning Tickets




1 Tail Digit


None


Nil




2 Tail Digits


01, 28, 33, 49, 56, 62, 76, 77, 97


14,980




3 Tail Digits


None


Nil




4 Tail Digits


9789


16




5 Tail Digits


50919


2




6 Tail Digits


040919, 049067


2



 

Total 


15,000




 
Binance will also open trading for KAVA/BNB, KAVA/BTC and KAVA/USDT trading pairs at 2019/10/25 2:00 AM (UTC).
KAVA Listing Fee: 0 BNB.
Note:

Please ensure that you have sufficient BNB in your account based on the number of your winning tickets. Users will have 24 hours until 2019/10/25 08:00 AM (UTC) to credit their exchange accounts with BNB, at which point the distribution of KAVA will be complete. Please note that BNB in open orders, margin accounts or lending products will not be able to be deducted.
The token purchase price was set at 1 KAVA = 0.02581369 BNB/ 0.46 USD (using a BNB price of 17.82 USD), as per the previous announcement here.
The Kava (KAVA) BEP2 asset page is available here: https://explorer.binance.org/asset/KAVA-10C.

Results for 326,087 KAVA Airdrop!
A pool of 326,087 KAVA tokens (approx 150,000 USD) will be split and airdropped to all launchpad participants that do not have a winning ticket. 
The amount airdropped to each participant that does not have a winning ticket will be calculated as = (Number of non-winning tickets held by each non-winning participant / Total number of non-winning tickets across all non-winning participants) x Total Airdrop Pool. Please note that if you do have a winning ticket, you will not be eligible for the airdrop.
Based on the Kava Launchpad lottery results, the total number of tickets claimed by the 15,676 non-winning participants was 76,567. As such, the number of KAVA airdropped for each ticket claimed by a non-winning participant will be 4.25884519 KAVA. 
Details:

About Kava (KAVA)
Fees
Rules

Further Information:

Kava (KAVA) Project Research Report
Introducing the Kava (KAVA) Token Sale on Binance Launchpad
Binance Launchpad: Kava Sale Results (Blog)

Risk warning: Cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Thanks for your support!
Binance Team
2019/10/24
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360035508151-Binance-Completes-Kava-Lottery-Draw-and-Will-Open-Trading-For-KAVA
137,Binance Adds Margin Trading for IOST and VET,2019-10-29 07:13:51+00,"Fellow Binancians,
Binance’s Margin Trading platform has added the following assets and trading pairs:
New Margin Assets: IOST, VET
New Borrowable Assets: IOST, VET
New Margin Pairs: IOST/BTC, IOST/USDT, VET/BTC, VET/USDT
For a list of all supported assets and trading pairs for margin trading, please refer to: Margin Data.
Thanks for your support!
Binance Team
2019/10/29
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360035635231-Binance-Adds-Margin-Trading-for-IOST-and-VET
138,Binance Will List Community Coin Vote Winner NKN and Has Distributed Rewards,2019-10-11 10:07:40+00,"Fellow Binancians,
The first round of the new Community Coin Vote is now complete. Congratulations to winner, NKN on having the most votes. We would also like to thank Vidy for their participation.
For projects that are interested in participating in future Binance community coin votes, please apply here.
All users that voted for NKN will also receive an airdrop of 0.07183023 BNB and 133.4085895 NKN tokens to their Binance accounts for each vote they cast. For example, if you had cast 10 votes for NKN, you will receive 0.7183023 BNB and 1,334.085895 NKN in rewards. 
Distribution of the above airdrop rewards is now complete.
Binance will list NKN (NKN) and open trading for NKN/BNB, NKN/BTC and NKN/USDT trading pairs at 2019/10/11 2:00 PM (UTC). Users can now start depositing NKN in preparation for trading.
Details:

About NKN (NKN)
NKN Project Research Report
Fees
Rules

Risk warning: Cryptocurrency trading is subject to high market risk. Please make your trades cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your trading losses.
Thanks for your support!
Binance Team
2019/10/11
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360034707252-Binance-Will-List-Community-Coin-Vote-Winner-NKN-and-Has-Distributed-Rewards
139,Notice of Removal of Trading Pairs,2019-09-30 02:45:11+00,"Fellow Binancians,
To improve liquidity and user trading experience among our wide range of available assets, Binance will remove and cease trading on the following trading pairs (as requested by most project teams) at 2019/09/30 8:00 AM (UTC):
ANKR/PAX, ANKR/TUSD, ANKR/USDC, BCPT/PAX, BCPT/TUSD, BCPT/USDC, BTT/BTC, DENT/BTC, DOGE/PAX, DOGE/USDC, ERD/PAX, ERD/USDC, FTM/PAX, FTM/TUSD, FUEL/ETH, GTO/PAX, GTO/TUSD, GTO/USDC, LUN/ETH, NCASH/BNB, NPXS/BTC, ONE/PAX, ONE/TUSD, PHB/PAX, PHB/USDC, TFUEL/PAX, TFUEL/TUSD, TFUEL/USDC, WAVES/PAX, WIN/BTC.
Risk warning: Cryptocurrency trading is subject to high market risk. Please make your trades cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your trading losses.
Thanks for your support!
Binance Team
2019/09/30
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360034580431-Notice-of-Removal-of-Trading-Pairs
